"GeneID"	"Symbol"	"description"
"55844"	"PPP2R2D"	"protein phosphatase 2 regulatory subunit Bdelta"
"55012"	"PPP2R3C"	"protein phosphatase 2 regulatory subunit B''gamma"
"5524"	"PTPA"	"protein phosphatase 2 phosphatase activator"
"5525"	"PPP2R5A"	"protein phosphatase 2 regulatory subunit B'alpha"
"5526"	"PPP2R5B"	"protein phosphatase 2 regulatory subunit B'beta"
"5527"	"PPP2R5C"	"protein phosphatase 2 regulatory subunit B'gamma"
"5528"	"PPP2R5D"	"protein phosphatase 2 regulatory subunit B'delta"
"5529"	"PPP2R5E"	"protein phosphatase 2 regulatory subunit B'epsilon"
"5531"	"PPP4C"	"protein phosphatase 4 catalytic subunit"
"9989"	"PPP4R1"	"protein phosphatase 4 regulatory subunit 1"
"151987"	"PPP4R2"	"protein phosphatase 4 regulatory subunit 2"
"5536"	"PPP5C"	"protein phosphatase 5 catalytic subunit"
"5537"	"PPP6C"	"protein phosphatase 6 catalytic subunit"
"9701"	"PPP6R2"	"protein phosphatase 6 regulatory subunit 2"
"55291"	"PPP6R3"	"protein phosphatase 6 regulatory subunit 3"
"23398"	"PPWD1"	"peptidylprolyl isomerase domain and WD repeat containing 1"
"10084"	"PQBP1"	"polyglutamine binding protein 1"
"80148"	"PQLC1"	"PQ loop repeat containing 1"
"54896"	"PQLC2"	"PQ loop repeat containing 2"
"84279"	"PRADC1"	"protease associated domain containing 1"
"5546"	"PRCC"	"papillary renal cell carcinoma (translocation-associated)"
"11108"	"PRDM4"	"PR/SET domain 4"
"5052"	"PRDX1"	"peroxiredoxin 1"
"7001"	"PRDX2"	"peroxiredoxin 2"
"10935"	"PRDX3"	"peroxiredoxin 3"
"25824"	"PRDX5"	"peroxiredoxin 5"
"9588"	"PRDX6"	"peroxiredoxin 6"
"10113"	"PREB"	"prolactin regulatory element binding"
"5550"	"PREP"	"prolyl endopeptidase"
"5562"	"PRKAA1"	"protein kinase AMP-activated catalytic subunit alpha 1"
"5564"	"PRKAB1"	"protein kinase AMP-activated non-catalytic subunit beta 1"
"5566"	"PRKACA"	"protein kinase cAMP-activated catalytic subunit alpha"
"5571"	"PRKAG1"	"protein kinase AMP-activated non-catalytic subunit gamma 1"
"5573"	"PRKAR1A"	"protein kinase cAMP-dependent type I regulatory subunit alpha"
"79706"	"PRKRIP1"	"PRKR interacting protein 1 (IL11 inducible)"
"3276"	"PRMT1"	"protein arginine methyltransferase 1"
"10419"	"PRMT5"	"protein arginine methyltransferase 5"
"54496"	"PRMT7"	"protein arginine methyltransferase 7"
"11212"	"PLPBP"	"pyridoxal phosphate binding protein"
"8559"	"PRPF18"	"pre-mRNA processing factor 18"
"27339"	"PRPF19"	"pre-mRNA processing factor 19"
"9129"	"PRPF3"	"pre-mRNA processing factor 3"
"26121"	"PRPF31"	"pre-mRNA processing factor 31"
"9128"	"PRPF4"	"pre-mRNA processing factor 4"
"55660"	"PRPF40A"	"pre-mRNA processing factor 40 homolog A"
"8899"	"PRPF4B"	"pre-mRNA processing factor 4B"
"24148"	"PRPF6"	"pre-mRNA processing factor 6"
"10594"	"PRPF8"	"pre-mRNA processing factor 8"
"5631"	"PRPS1"	"phosphoribosyl pyrophosphate synthetase 1"
"5635"	"PRPSAP1"	"phosphoribosyl pyrophosphate synthetase associated protein 1"
"78994"	"PRR14"	"proline rich 14"
"133619"	"PRRC1"	"proline rich coiled-coil 1"
"7916"	"PRRC2A"	"proline rich coiled-coil 2A"
"84726"	"PRRC2B"	"proline rich coiled-coil 2B"
"58497"	"PRUNE1"	"prune exopolyphosphatase 1"
"5663"	"PSEN1"	"presenilin 1"
"5664"	"PSEN2"	"presenilin 2"
"55851"	"PSENEN"	"presenilin enhancer gamma-secretase subunit"
"5681"	"PSKH1"	"protein serine kinase H1"
"5682"	"PSMA1"	"proteasome subunit alpha 1"
"5683"	"PSMA2"	"proteasome subunit alpha 2"
"5684"	"PSMA3"	"proteasome subunit alpha 3"
"5685"	"PSMA4"	"proteasome subunit alpha 4"
"5686"	"PSMA5"	"proteasome subunit alpha 5"
"5687"	"PSMA6"	"proteasome subunit alpha 6"
"5688"	"PSMA7"	"proteasome subunit alpha 7"
"5689"	"PSMB1"	"proteasome subunit beta 1"
"5690"	"PSMB2"	"proteasome subunit beta 2"
"5691"	"PSMB3"	"proteasome subunit beta 3"
"5692"	"PSMB4"	"proteasome subunit beta 4"
"5693"	"PSMB5"	"proteasome subunit beta 5"
"5694"	"PSMB6"	"proteasome subunit beta 6"
"5695"	"PSMB7"	"proteasome subunit beta 7"
"5701"	"PSMC2"	"proteasome 26S subunit, ATPase 2"
"5702"	"PSMC3"	"proteasome 26S subunit, ATPase 3"
"5704"	"PSMC4"	"proteasome 26S subunit, ATPase 4"
"5705"	"PSMC5"	"proteasome 26S subunit, ATPase 5"
"5706"	"PSMC6"	"proteasome 26S subunit, ATPase 6"
"5707"	"PSMD1"	"proteasome 26S subunit, non-ATPase 1"
"5716"	"PSMD10"	"proteasome 26S subunit, non-ATPase 10"
"5717"	"PSMD11"	"proteasome 26S subunit, non-ATPase 11"
"5718"	"PSMD12"	"proteasome 26S subunit, non-ATPase 12"
"5719"	"PSMD13"	"proteasome 26S subunit, non-ATPase 13"
"10213"	"PSMD14"	"proteasome 26S subunit, non-ATPase 14"
"5708"	"PSMD2"	"proteasome 26S subunit, non-ATPase 2"
"5709"	"PSMD3"	"proteasome 26S subunit, non-ATPase 3"
"5710"	"PSMD4"	"proteasome 26S subunit, non-ATPase 4"
"5711"	"PSMD5"	"proteasome 26S subunit, non-ATPase 5"
"9861"	"PSMD6"	"proteasome 26S subunit, non-ATPase 6"
"5713"	"PSMD7"	"proteasome 26S subunit, non-ATPase 7"
"5714"	"PSMD8"	"proteasome 26S subunit, non-ATPase 8"
"5715"	"PSMD9"	"proteasome 26S subunit, non-ATPase 9"
"5720"	"PSME1"	"proteasome activator subunit 1"
"10197"	"PSME3"	"proteasome activator subunit 3"
"9491"	"PSMF1"	"proteasome inhibitor subunit 1"
"56984"	"PSMG2"	"proteasome assembly chaperone 2"
"84262"	"PSMG3"	"proteasome assembly chaperone 3"
"389362"	"PSMG4"	"proteasome assembly chaperone 4"
"55269"	"PSPC1"	"paraspeckle component 1"
"26024"	"PTCD1"	"pentatricopeptide repeat domain 1"
"55037"	"PTCD3"	"pentatricopeptide repeat domain 3"
"9791"	"PTDSS1"	"phosphatidylserine synthase 1"
"5728"	"PTEN"	"phosphatase and tensin homolog"
"80142"	"PTGES2"	"prostaglandin E synthase 2"
"10728"	"PTGES3"	"prostaglandin E synthase 3"
"53635"	"PTOV1"	"prostate tumor overexpressed 1"
"8073"	"PTP4A2"	"protein tyrosine phosphatase type IVA, member 2"
"114971"	"PTPMT1"	"protein tyrosine phosphatase, mitochondrial 1"
"5770"	"PTPN1"	"protein tyrosine phosphatase, non-receptor type 1"
"5781"	"PTPN11"	"protein tyrosine phosphatase, non-receptor type 11"
"25930"	"PTPN23"	"protein tyrosine phosphatase, non-receptor type 23"
"138428"	"PTRH1"	"peptidyl-tRNA hydrolase 1 homolog"
"51651"	"PTRH2"	"peptidyl-tRNA hydrolase 2"
"391356"	"PTRHD1"	"peptidyl-tRNA hydrolase domain containing 1"
"22827"	"PUF60"	"poly(U) binding splicing factor 60"
"9698"	"PUM1"	"pumilio RNA binding family member 1"
"23369"	"PUM2"	"pumilio RNA binding family member 2"
"5813"	"PURA"	"purine rich element binding protein A"
"5814"	"PURB"	"purine rich element binding protein B"
"83480"	"PUS3"	"pseudouridylate synthase 3"
"54517"	"PUS7"	"pseudouridylate synthase 7 (putative)"
"126789"	"PUSL1"	"pseudouridylate synthase-like 1"
"11137"	"PWP1"	"PWP1 homolog, endonuclein"
"5822"	"PWP2"	"PWP2 periodic tryptophan protein homolog (yeast)"
"114825"	"PWWP2A"	"PWWP domain containing 2A"
"11264"	"PXMP4"	"peroxisomal membrane protein 4"
"29920"	"PYCR2"	"pyrroline-5-carboxylate reductase 2"
"90780"	"PYGO2"	"pygopus family PHD finger 2"
"100996939"	"PYURF"	"PIGY upstream reading frame"
"5859"	"QARS"	"glutaminyl-tRNA synthetase"
"54870"	"QRICH1"	"glutamine rich 1"
"55278"	"QRSL1"	"glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1"
"5768"	"QSOX1"	"quiescin sulfhydryl oxidase 1"
"81890"	"QTRT1"	"queuine tRNA-ribosyltransferase catalytic subunit 1"
"203069"	"R3HCC1"	"R3H domain and coiled-coil containing 1"
"22864"	"R3HDM2"	"R3H domain containing 2"
"10890"	"RAB10"	"RAB10, member RAS oncogene family"
"8766"	"RAB11A"	"RAB11A, member RAS oncogene family"
"9230"	"RAB11B"	"RAB11B, member RAS oncogene family"
"51552"	"RAB14"	"RAB14, member RAS oncogene family"
"22931"	"RAB18"	"RAB18, member RAS oncogene family"
"5861"	"RAB1A"	"RAB1A, member RAS oncogene family"
"81876"	"RAB1B"	"RAB1B, member RAS oncogene family"
"23011"	"RAB21"	"RAB21, member RAS oncogene family"
"57403"	"RAB22A"	"RAB22A, member RAS oncogene family"
"5862"	"RAB2A"	"RAB2A, member RAS oncogene family"
"84932"	"RAB2B"	"RAB2B, member RAS oncogene family"
"22930"	"RAB3GAP1"	"RAB3 GTPase activating protein catalytic subunit 1"
"25782"	"RAB3GAP2"	"RAB3 GTPase activating non-catalytic protein subunit 2"
"57799"	"RAB40C"	"RAB40C, member RAS oncogene family"
"5867"	"RAB4A"	"RAB4A, member RAS oncogene family"
"5868"	"RAB5A"	"RAB5A, member RAS oncogene family"
"5869"	"RAB5B"	"RAB5B, member RAS oncogene family"
"5878"	"RAB5C"	"RAB5C, member RAS oncogene family"
"5870"	"RAB6A"	"RAB6A, member RAS oncogene family"
"7879"	"RAB7A"	"RAB7A, member RAS oncogene family"
"9367"	"RAB9A"	"RAB9A, member RAS oncogene family"
"9135"	"RABEP1"	"rabaptin, RAB GTPase binding effector protein 1"
"10244"	"RABEPK"	"Rab9 effector protein with kelch motifs"
"27342"	"RABGEF1"	"RAB guanine nucleotide exchange factor 1"
"5875"	"RABGGTA"	"Rab geranylgeranyltransferase alpha subunit"
"5876"	"RABGGTB"	"Rab geranylgeranyltransferase beta subunit"
"5810"	"RAD1"	"RAD1 checkpoint DNA exonuclease"
"5884"	"RAD17"	"RAD17 checkpoint clamp loader component"
"5887"	"RAD23B"	"RAD23 homolog B, nucleotide excision repair protein"
"10111"	"RAD50"	"RAD50 double strand break repair protein"
"5889"	"RAD51C"	"RAD51 paralog C"
"5894"	"RAF1"	"Raf-1 proto-oncogene, serine/threonine kinase"
"5898"	"RALA"	"RAS like proto-oncogene A"
"10928"	"RALBP1"	"ralA binding protein 1"
"22913"	"RALY"	"RALY heterogeneous nuclear ribonucleoprotein"
"5901"	"RAN"	"RAN, member RAS oncogene family"
"5902"	"RANBP1"	"RAN binding protein 1"
"5903"	"RANBP2"	"RAN binding protein 2"
"8498"	"RANBP3"	"RAN binding protein 3"
"26953"	"RANBP6"	"RAN binding protein 6"
"5905"	"RANGAP1"	"Ran GTPase activating protein 1"
"29098"	"RANGRF"	"RAN guanine nucleotide release factor"
"5906"	"RAP1A"	"RAP1A, member of RAS oncogene family"
"2889"	"RAPGEF1"	"Rap guanine nucleotide exchange factor 1"
"9693"	"RAPGEF2"	"Rap guanine nucleotide exchange factor 2"
"5917"	"RARS"	"arginyl-tRNA synthetase"
"57038"	"RARS2"	"arginyl-tRNA synthetase 2, mitochondrial"
"9821"	"RB1CC1"	"RB1 inducible coiled-coil 1"
"57786"	"RBAK"	"RB associated KRAB zinc finger"
"5928"	"RBBP4"	"RB binding protein 4, chromatin remodeling factor"
"5931"	"RBBP7"	"RB binding protein 7, chromatin remodeling factor"
"10616"	"RBCK1"	"RANBP2-type and C3HC4-type zinc finger containing 1"
"79863"	"RBFA"	"ribosome binding factor A (putative)"
"8241"	"RBM10"	"RNA binding motif protein 10"
"10137"	"RBM12"	"RNA binding motif protein 12"
"389677"	"RBM12B"	"RNA binding motif protein 12B"
"10432"	"RBM14"	"RNA binding motif protein 14"
"100526737"	"RBM14-RBM4"	"RBM14-RBM4 readthrough"
"64783"	"RBM15"	"RNA binding motif protein 15"
"29890"	"RBM15B"	"RNA binding motif protein 15B"
"84991"	"RBM17"	"RNA binding motif protein 17"
"92400"	"RBM18"	"RNA binding motif protein 18"
"9904"	"RBM19"	"RNA binding motif protein 19"
"55147"	"RBM23"	"RNA binding motif protein 23"
"54439"	"RBM27"	"RNA binding motif protein 27"
"55131"	"RBM28"	"RNA binding motif protein 28"
"155435"	"RBM33"	"RNA binding motif protein 33"
"23029"	"RBM34"	"RNA binding motif protein 34"
"9584"	"RBM39"	"RNA binding motif protein 39"
"5936"	"RBM4"	"RNA binding motif protein 4"
"55285"	"RBM41"	"RNA binding motif protein 41"
"79171"	"RBM42"	"RNA binding motif protein 42"
"10181"	"RBM5"	"RNA binding motif protein 5"
"10180"	"RBM6"	"RNA binding motif protein 6"
"10179"	"RBM7"	"RNA binding motif protein 7"
"9939"	"RBM8A"	"RNA binding motif protein 8A"
"27316"	"RBMX"	"RNA binding motif protein, X-linked"
"494115"	"RBMXL1"	"RNA binding motif protein, X-linked like 1"
"9978"	"RBX1"	"ring-box 1"
"54542"	"RC3H2"	"ring finger and CCCH-type domains 2"
"1827"	"RCAN1"	"regulator of calcineurin 1"
"25898"	"RCHY1"	"ring finger and CHY zinc finger domain containing 1"
"5955"	"RCN2"	"reticulocalbin 2"
"57665"	"RDH14"	"retinol dehydrogenase 14 (all-trans/9-cis/11-cis)"
"5962"	"RDX"	"radixin"
"221035"	"REEP3"	"receptor accessory protein 3"
"7905"	"REEP5"	"receptor accessory protein 5"
"5970"	"RELA"	"RELA proto-oncogene, NF-kB subunit"
"29803"	"REPIN1"	"replication initiator 1"
"85021"	"REPS1"	"RALBP1 associated Eps domain containing 1"
"11079"	"RER1"	"retention in endoplasmic reticulum sorting receptor 1"
"5978"	"REST"	"RE1 silencing transcription factor"
"57455"	"REXO1"	"RNA exonuclease 1 homolog"
"5981"	"RFC1"	"replication factor C subunit 1"
"5982"	"RFC2"	"replication factor C subunit 2"
"5985"	"RFC5"	"replication factor C subunit 5"
"55312"	"RFK"	"riboflavin kinase"
"5986"	"RFNG"	"RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"91869"	"RFT1"	"RFT1 homolog"
"64326"	"RFWD2"	"ring finger and WD repeat domain 2"
"8625"	"RFXANK"	"regulatory factor X associated ankyrin containing protein"
"9827"	"RGP1"	"RGP1 homolog, RAB6A GEF complex partner 1"
"84236"	"RHBDD1"	"rhomboid domain containing 1"
"25807"	"RHBDD3"	"rhomboid domain containing 3"
"387"	"RHOA"	"ras homolog family member A"
"388"	"RHOB"	"ras homolog family member B"
"55288"	"RHOT1"	"ras homolog family member T1"
"89941"	"RHOT2"	"ras homolog family member T2"
"60626"	"RIC8A"	"RIC8 guanine nucleotide exchange factor A"
"54453"	"RIN2"	"Ras and Rab interactor 2"
"6015"	"RING1"	"ring finger protein 1"
"60561"	"RINT1"	"RAD50 interactor 1"
"83732"	"RIOK1"	"RIO kinase 1"
"55781"	"RIOK2"	"RIO kinase 2"
"8780"	"RIOK3"	"RIO kinase 3"
"8737"	"RIPK1"	"receptor interacting serine/threonine kinase 1"
"51115"	"RMDN1"	"regulator of microtubule dynamics 1"
"55177"	"RMDN3"	"regulator of microtubule dynamics 3"
"80010"	"RMI1"	"RecQ mediated genome instability 1"
"55005"	"RMND1"	"required for meiotic nuclear division 1 homolog"
"64795"	"RMND5A"	"required for meiotic nuclear division 5 homolog A"
"64777"	"RMND5B"	"required for meiotic nuclear division 5 homolog B"
"246243"	"RNASEH1"	"ribonuclease H1"
"84153"	"RNASEH2C"	"ribonuclease H2 subunit C"
"440400"	"RNASEK"	"ribonuclease K"
"9921"	"RNF10"	"ring finger protein 10"
"7844"	"RNF103"	"ring finger protein 103"
"26994"	"RNF11"	"ring finger protein 11"
"54778"	"RNF111"	"ring finger protein 111"
"7737"	"RNF113A"	"ring finger protein 113A"
"27246"	"RNF115"	"ring finger protein 115"
"55298"	"RNF121"	"ring finger protein 121"
"55658"	"RNF126"	"ring finger protein 126"
"11342"	"RNF13"	"ring finger protein 13"
"9604"	"RNF14"	"ring finger protein 14"
"50862"	"RNF141"	"ring finger protein 141"
"81847"	"RNF146"	"ring finger protein 146"
"26001"	"RNF167"	"ring finger protein 167"
"51255"	"RNF181"	"ring finger protein 181"
"91445"	"RNF185"	"ring finger protein 185"
"149603"	"RNF187"	"ring finger protein 187"
"54476"	"RNF216"	"ring finger protein 216"
"55182"	"RNF220"	"ring finger protein 220"
"64320"	"RNF25"	"ring finger protein 25"
"79102"	"RNF26"	"ring finger protein 26"
"55072"	"RNF31"	"ring finger protein 31"
"80196"	"RNF34"	"ring finger protein 34"
"6047"	"RNF4"	"ring finger protein 4"
"9810"	"RNF40"	"ring finger protein 40"
"6048"	"RNF5"	"ring finger protein 5"
"6049"	"RNF6"	"ring finger protein 6"
"9616"	"RNF7"	"ring finger protein 7"
"6050"	"RNH1"	"ribonuclease/angiogenin inhibitor 1"
"55178"	"MRM3"	"mitochondrial rRNA methyltransferase 3"
"6051"	"RNPEP"	"arginyl aminopeptidase"
"140823"	"ROMO1"	"reactive oxygen species modulator 1"
"6100"	"RP9"	"retinitis pigmentosa 9 (autosomal dominant)"
"6118"	"RPA2"	"replication protein A2"
"6119"	"RPA3"	"replication protein A3"
"84268"	"RPAIN"	"RPA interacting protein"
"79657"	"RPAP3"	"RNA polymerase II associated protein 3"
"80135"	"RPF1"	"ribosome production factor 1 homolog"
"84154"	"RPF2"	"ribosome production factor 2 homolog"
"4736"	"RPL10A"	"ribosomal protein L10a"
"6135"	"RPL11"	"ribosomal protein L11"
"9045"	"RPL14"	"ribosomal protein L14"
"51121"	"RPL26L1"	"ribosomal protein L26 like 1"
"6155"	"RPL27"	"ribosomal protein L27"
"6156"	"RPL30"	"ribosomal protein L30"
"6160"	"RPL31"	"ribosomal protein L31"
"6161"	"RPL32"	"ribosomal protein L32"
"6164"	"RPL34"	"ribosomal protein L34"
"11224"	"RPL35"	"ribosomal protein L35"
"6165"	"RPL35A"	"ribosomal protein L35a"
"6166"	"RPL36AL"	"ribosomal protein L36a like"
"6124"	"RPL4"	"ribosomal protein L4"
"6128"	"RPL6"	"ribosomal protein L6"
"285855"	"RPL7L1"	"ribosomal protein L7 like 1"
"6132"	"RPL8"	"ribosomal protein L8"
"6184"	"RPN1"	"ribophorin I"
"6185"	"RPN2"	"ribophorin II"
"11102"	"RPP14"	"ribonuclease P/MRP subunit p14"
"138716"	"RPP25L"	"ribonuclease P/MRP subunit p25 like"
"10556"	"RPP30"	"ribonuclease P/MRP subunit p30"
"10557"	"RPP38"	"ribonuclease P/MRP subunit p38"
"58490"	"RPRD1B"	"regulation of nuclear pre-mRNA domain containing 1B"
"6207"	"RPS13"	"ribosomal protein S13"
"91582"	"RPS19BP1"	"ribosomal protein S19 binding protein 1"
"6228"	"RPS23"	"ribosomal protein S23"
"6229"	"RPS24"	"ribosomal protein S24"
"51065"	"RPS27L"	"ribosomal protein S27 like"
"6193"	"RPS5"	"ribosomal protein S5"
"6194"	"RPS6"	"ribosomal protein S6"
"6197"	"RPS6KA3"	"ribosomal protein S6 kinase A3"
"6198"	"RPS6KB1"	"ribosomal protein S6 kinase B1"
"6199"	"RPS6KB2"	"ribosomal protein S6 kinase B2"
"285367"	"RPUSD3"	"RNA pseudouridylate synthase domain containing 3"
"9125"	"CNOT9"	"CCR4-NOT transcription complex subunit 9"
"10670"	"RRAGA"	"Ras related GTP binding A"
"6240"	"RRM1"	"ribonucleotide reductase catalytic subunit M1"
"54700"	"RRN3"	"RRN3 homolog, RNA polymerase I transcription factor"
"51093"	"RRNAD1"	"ribosomal RNA adenine dimethylase domain containing 1"
"8568"	"RRP1"	"ribosomal RNA processing 1"
"88745"	"RRP36"	"ribosomal RNA processing 36"
"27341"	"RRP7A"	"ribosomal RNA processing 7 homolog A"
"23378"	"RRP8"	"ribosomal RNA processing 8, methyltransferase, homolog (yeast)"
"23212"	"RRS1"	"ribosome biogenesis regulator homolog"
"55316"	"RSAD1"	"radical S-adenosyl methionine domain containing 1"
"222194"	"RSBN1L"	"round spermatid basic protein 1 like"
"6248"	"RSC1A1"	"regulator of solute carriers 1"
"26156"	"RSL1D1"	"ribosomal L1 domain containing 1"
"89970"	"RSPRY1"	"ring finger and SPRY domain containing 1"
"51319"	"RSRC1"	"arginine and serine rich coiled-coil 1"
"65117"	"RSRC2"	"arginine and serine rich coiled-coil 2"
"8634"	"RTCA"	"RNA 3'-terminal phosphate cyclase"
"51507"	"RTFDC1"	"replication termination factor 2 domain containing 1"
"57142"	"RTN4"	"reticulon 4"
"80230"	"RUFY1"	"RUN and FYVE domain containing 1"
"8607"	"RUVBL1"	"RuvB like AAA ATPase 1"
"51389"	"RWDD1"	"RWD domain containing 1"
"25950"	"RWDD3"	"RWD domain containing 3"
"6256"	"RXRA"	"retinoid X receptor alpha"
"6257"	"RXRB"	"retinoid X receptor beta"
"10055"	"SAE1"	"SUMO1 activating enzyme subunit 1"
"90378"	"SAMD1"	"sterile alpha motif domain containing 1"
"55095"	"SAMD4B"	"sterile alpha motif domain containing 4B"
"142891"	"SAMD8"	"sterile alpha motif domain containing 8"
"25813"	"SAMM50"	"SAMM50 sorting and assembly machinery component"
"10284"	"SAP18"	"Sin3A associated protein 18"
"8819"	"SAP30"	"Sin3A associated protein 30"
"29115"	"SAP30BP"	"SAP30 binding protein"
"79685"	"SAP30L"	"SAP30 like"
"56681"	"SAR1A"	"secretion associated Ras related GTPase 1A"
"84324"	"SARNP"	"SAP domain containing ribonucleoprotein"
"6301"	"SARS"	"seryl-tRNA synthetase"
"9092"	"SART1"	"squamous cell carcinoma antigen recognized by T-cells 1"
"9733"	"SART3"	"squamous cell carcinoma antigen recognized by T-cells 3"
"112483"	"SAT2"	"spermidine/spermine N1-acetyltransferase family member 2"
"60485"	"SAV1"	"salvador family WW domain containing protein 1"
"51119"	"SBDS"	"SBDS, ribosome assembly guanine nucleotide exchange factor"
"58506"	"SCAF1"	"SR-related CTD associated factor 1"
"9169"	"SCAF11"	"SR-related CTD associated factor 11"
"57466"	"SCAF4"	"SR-related CTD associated factor 4"
"22828"	"SCAF8"	"SR-related CTD associated factor 8"
"10066"	"SCAMP2"	"secretory carrier membrane protein 2"
"10067"	"SCAMP3"	"secretory carrier membrane protein 3"
"51282"	"SCAND1"	"SCAN domain containing 1"
"22937"	"SCAP"	"SREBF chaperone"
"950"	"SCARB2"	"scavenger receptor class B member 2"
"23256"	"SCFD1"	"sec1 family domain containing 1"
"152579"	"SCFD2"	"sec1 family domain containing 2"
"79005"	"SCNM1"	"sodium channel modifier 1"
"6341"	"SCO1"	"SCO1, cytochrome c oxidase assembly protein"
"9997"	"SCO2"	"SCO2, cytochrome c oxidase assembly protein"
"60592"	"SCOC"	"short coiled-coil protein"
"6342"	"SCP2"	"sterol carrier protein 2"
"23513"	"SCRIB"	"scribbled planar cell polarity protein"
"79634"	"SCRN3"	"secernin 3"
"57410"	"SCYL1"	"SCY1 like pseudokinase 1"
"55681"	"SCYL2"	"SCY1 like pseudokinase 2"
"57147"	"SCYL3"	"SCY1 like pseudokinase 3"
"55153"	"SDAD1"	"SDA1 domain containing 1"
"6386"	"SDCBP"	"syndecan binding protein"
"10807"	"SDCCAG3"	"serologically defined colon cancer antigen 3"
"10806"	"SDCCAG8"	"serologically defined colon cancer antigen 8"
"163859"	"SDE2"	"SDE2 telomere maintenance homolog"
"6388"	"SDF2"	"stromal cell derived factor 2"
"51150"	"SDF4"	"stromal cell derived factor 4"
"6389"	"SDHA"	"succinate dehydrogenase complex flavoprotein subunit A"
"54949"	"SDHAF2"	"succinate dehydrogenase complex assembly factor 2"
"6390"	"SDHB"	"succinate dehydrogenase complex iron sulfur subunit B"
